model	objective	reaction	status	value
./model.xml	obj	R_ATPS4rpp	optimal	0.2849329232721122
./model.xml	obj	R_BALAt2pp	optimal	0.8769972144269735
./model.xml	obj	R_BALAtex	optimal	0.8769972144269701
./model.xml	obj	R_BETALDHx	optimal	0.8769972144269672
./model.xml	obj	R_BETALDHy	optimal	0.8769972144269707
./model.xml	obj	R_BGLA1	optimal	0.876997214426966
./model.xml	obj	R_BIOMASS_Ec_iML1515_WT_75p37M	optimal	0.8769972144269692
./model.xml	obj	R_BIOMASS_Ec_iML1515_core_75p37M	optimal	0.0
./model.xml	obj	R_BMOCOS	optimal	0.876997214426968
./model.xml	obj	R_BMOGDS1	optimal	0.8769972144269671
./model.xml	obj	R_BMOGDS2	optimal	0.8769972144269675
./model.xml	obj	R_BPNT	optimal	-1.955833899977727e-15
./model.xml	obj	R_BSORx	optimal	0.8769972144269803
./model.xml	obj	R_BSORy	optimal	0.8769972144269692
./model.xml	obj	R_BTNt2ipp	optimal	0.8769972144237536
./model.xml	obj	R_BTNtex	optimal	0.8769972144269716
./model.xml	obj	R_BTS5	optimal	0.0
./model.xml	obj	R_BUTCT	optimal	0.8769972144269682
./model.xml	obj	R_BUTSO3abcpp	optimal	0.876997214426966
./model.xml	obj	R_BUTSO3tex	optimal	0.8769972144269411
./model.xml	obj	R_BUTt2rpp	optimal	0.8769972144269645
./model.xml	obj	R_BUTtex	optimal	0.8769972144269713
./model.xml	obj	R_BWCOGDS1	optimal	0.8769972144269675
./model.xml	obj	R_BWCOGDS2	optimal	0.8769972144269721
./model.xml	obj	R_BWCOS	optimal	0.8769972144269682
./model.xml	obj	R_CA2t3pp	optimal	0.8769972144269756
./model.xml	obj	R_CA2tex	optimal	2.5556898298330664e-16
./model.xml	obj	R_CADVtpp	optimal	0.876997214426966
./model.xml	obj	R_CAT	optimal	0.8769972144269687
./model.xml	obj	R_CAt6pp	optimal	0.0
./model.xml	obj	R_CBIAT	optimal	0.8769972144269681
./model.xml	obj	R_CBItonex	optimal	0.8769972144269668
./model.xml	obj	R_CBIuabcpp	optimal	0.8769972144269672
./model.xml	obj	R_CBL1abcpp	optimal	0.8769972144269673
./model.xml	obj	R_CBL1tonex	optimal	0.8769972144269675
./model.xml	obj	R_CBLAT	optimal	0.8769972144269687
./model.xml	obj	R_CBMD	optimal	0.8769972144269753
./model.xml	obj	R_CBMKr	optimal	0.8728824162136261
./model.xml	obj	R_CBPS	optimal	0.8769972144269712
./model.xml	obj	R_CCGS	optimal	0.876997214426975
./model.xml	obj	R_CD2abcpp	optimal	0.8769972144269753
./model.xml	obj	R_CD2t3pp	optimal	0.8769972144269658
./model.xml	obj	R_CD2tex	optimal	0.8769972144269634
./model.xml	obj	R_CD2tpp	optimal	0.8769972144269721
./model.xml	obj	R_CDAPPA120	optimal	0.8769972144269665
./model.xml	obj	R_CDAPPA140	optimal	0.8769972144269362
./model.xml	obj	R_CDAPPA141	optimal	0.8769972144254321
./model.xml	obj	R_CDAPPA160	optimal	0.8769972144269708
./model.xml	obj	R_CDAPPA161	optimal	0.8769972144269672
./model.xml	obj	R_CDAPPA180	optimal	0.8769972144269721
./model.xml	obj	R_CDAPPA181	optimal	0.8769972144269662
./model.xml	obj	R_CDGR	optimal	0.8769972144269722
./model.xml	obj	R_CDGS	optimal	0.876997214426964
./model.xml	obj	R_CDGUNPD	optimal	0.8769972144269711
./model.xml	obj	R_CDPMEK	optimal	4.803861976613266e-19
./model.xml	obj	R_CDPPH	optimal	0.8769972144269736
./model.xml	obj	R_CELBpts	optimal	0.8769972144269672
./model.xml	obj	R_CFAS160E	optimal	0.8769972144269693
./model.xml	obj	R_CFAS160G	optimal	0.8769972144269573
./model.xml	obj	R_CFAS180E	optimal	0.8769972144269647
./model.xml	obj	R_CFAS180G	optimal	0.8769972144269634
./model.xml	obj	R_CGLYabcpp	optimal	0.8769972144269724
./model.xml	obj	R_CGLYtex	optimal	0.8769972144269728
./model.xml	obj	R_CH4t2pp	optimal	0.876997214426966
./model.xml	obj	R_CH4tex	optimal	0.8769972144269662
./model.xml	obj	R_CHLabcpp	optimal	0.8769972144269675
./model.xml	obj	R_CHLt2pp	optimal	0.8769972144269634
./model.xml	obj	R_CHLt3pp	optimal	0.8769972144269714
./model.xml	obj	R_CHLtex	optimal	0.8769972144269733
./model.xml	obj	R_CHOLATEtpp	optimal	0.8769972144269622
./model.xml	obj	R_CHOLD	optimal	0.8769972144269625
./model.xml	obj	R_CHOLID	optimal	0.8769972144269645
./model.xml	obj	R_CHORM	optimal	4.926771775911594e-16
./model.xml	obj	R_CHORS	optimal	0.0
./model.xml	obj	R_CHRPL	optimal	1.0900787259735137e-30
./model.xml	obj	R_CHTBSptspp	optimal	0.8769972144269699
./model.xml	obj	R_CHTBStex	optimal	0.8769972144269673
./model.xml	obj	R_CINNDO	optimal	0.8769972144269692
./model.xml	obj	R_CITL	optimal	0.8769972144269635
./model.xml	obj	R_CITt3pp	optimal	0.8769972144269704
./model.xml	obj	R_CITt7pp	optimal	0.8769972144269638
./model.xml	obj	R_CITtex	optimal	0.8769972144269733
./model.xml	obj	R_CLBtex	optimal	0.8769972144269675
./model.xml	obj	R_CLIPAabctex	optimal	0.8769972144269679
./model.xml	obj	R_CLPNH120pp	optimal	0.8769972144269755
./model.xml	obj	R_CLPNH140pp	optimal	0.8769972144269711
./model.xml	obj	R_CLPNH141pp	optimal	0.87699721442697
./model.xml	obj	R_CLPNH160pp	optimal	0.8769972144269802
./model.xml	obj	R_CLPNH161pp	optimal	0.8769972144269695
./model.xml	obj	R_CLPNH180pp	optimal	0.8769972144269645
./model.xml	obj	R_CLPNH181pp	optimal	0.8769972144269649
./model.xml	obj	R_CLPNS120pp	optimal	0.876997214426967
./model.xml	obj	R_CLPNS140pp	optimal	0.8769972144269662
./model.xml	obj	R_CLPNS141pp	optimal	0.8769972144269625
./model.xml	obj	R_CLPNS160pp	optimal	0.8769972144269625
./model.xml	obj	R_CLPNS161pp	optimal	0.8769972144269721
./model.xml	obj	R_CLPNS180pp	optimal	0.8769972144269625
./model.xml	obj	R_CLPNS181pp	optimal	0.8769972144269718
./model.xml	obj	R_CLt3_2pp	optimal	0.8769950680335954
./model.xml	obj	R_CLtex	optimal	-2.6721134501699207e-32
./model.xml	obj	R_CLtipp	optimal	0.8769972144269661
./model.xml	obj	R_CMPN	optimal	0.8769972144269722
./model.xml	obj	R_CMPtex	optimal	0.8769972144269668
./model.xml	obj	R_CMtex	optimal	0.8769972144269628
./model.xml	obj	R_CMtpp	optimal	0.8769972144269645
./model.xml	obj	R_CO2tex	optimal	0.5788569404132405
./model.xml	obj	R_CO2tpp	optimal	0.8076606065573877
./model.xml	obj	R_COBALT2abcpp	optimal	0.8769972144269687
./model.xml	obj	R_COBALT2t3pp	optimal	0.8769972144269679
./model.xml	obj	R_COBALT2tex	optimal	0.0
./model.xml	obj	R_COBALT2tpp	optimal	-1.856033919028669e-14
./model.xml	obj	R_COLIPAKpp	optimal	0.8769972144269728
./model.xml	obj	R_COLIPAPabctex	optimal	0.8769972144269715
./model.xml	obj	R_COLIPAabcpp	optimal	0.8769972144269692
./model.xml	obj	R_COLIPAabctex	optimal	0.876997214426971
./model.xml	obj	R_CPGNR1	optimal	0.8769972144269695
./model.xml	obj	R_CPGNR2	optimal	0.8769972144269734
./model.xml	obj	R_CPGNR3	optimal	0.8769972144269722
./model.xml	obj	R_CPGNUtex	optimal	0.876997214426964
./model.xml	obj	R_CPGNUtpp	optimal	0.8769972144269637
./model.xml	obj	R_CPGNabcpp	optimal	0.876997214426967
./model.xml	obj	R_CPGNexs	optimal	0.8769972144269675
./model.xml	obj	R_CPGNtonex	optimal	0.8769972144269703
./model.xml	obj	R_CPH4S	optimal	0.8769972144269668
./model.xml	obj	R_CPL	optimal	0.8769972144269638
./model.xml	obj	R_CPMPS	optimal	0.8769972144269687
./model.xml	obj	R_CPPPGO	optimal	0.8769619035706535
./model.xml	obj	R_CPPPGO2	optimal	0.8769972144269661
./model.xml	obj	R_CRNBTCT	optimal	0.876997214426969
./model.xml	obj	R_CRNCAL2	optimal	0.8769972144269695
./model.xml	obj	R_CRNCAR	optimal	0.8769972144269672
./model.xml	obj	R_CRNCBCT	optimal	0.8769972144269668
./model.xml	obj	R_CRNCDH	optimal	0.8769972144269678
./model.xml	obj	R_CRNDCAL2	optimal	0.8769972144269663
./model.xml	obj	R_CRNDabcpp	optimal	0.8769972144269634
./model.xml	obj	R_CRNDt2rpp	optimal	0.876997214426971
./model.xml	obj	R_CRNDtex	optimal	0.8769972144269647
./model.xml	obj	R_CRNabcpp	optimal	0.8769972144269693
./model.xml	obj	R_CRNt2rpp	optimal	0.8769972144269678
./model.xml	obj	R_CRNt7pp	optimal	0.8769972144269661
./model.xml	obj	R_CRNt8pp	optimal	0.8769972144269663
./model.xml	obj	R_CRNtex	optimal	0.8769972144269661
./model.xml	obj	R_CS	optimal	-4.413635024706113e-16
./model.xml	obj	R_CS1tex	optimal	0.8769972144269733
./model.xml	obj	R_CSND	optimal	0.8769972144269647
./model.xml	obj	R_CSNt2pp	optimal	0.8769972144269707
./model.xml	obj	R_CSNtex	optimal	0.8769972144269681
./model.xml	obj	R_CTBTCAL2	optimal	0.8769972144269665
./model.xml	obj	R_CTBTabcpp	optimal	0.876997214426969
./model.xml	obj	R_CTBTt2rpp	optimal	0.8769972144269705
./model.xml	obj	R_CTECOAI6	optimal	0.8769972144269671
./model.xml	obj	R_CTECOAI7	optimal	0.8763773292510812
./model.xml	obj	R_CTECOAI8	optimal	0.876997214426966
./model.xml	obj	R_CTPS2	optimal	1.89840278120013e-17
./model.xml	obj	R_CU1Opp	optimal	0.8769972144269693
./model.xml	obj	R_CU1abcpp	optimal	0.876997214426975
./model.xml	obj	R_CU2abcpp	optimal	0.8769972144269671
./model.xml	obj	R_CU2tex	optimal	4.87019646041356e-16
./model.xml	obj	R_CU2tpp	optimal	0.0
./model.xml	obj	R_CURR	optimal	0.8769972144269738
./model.xml	obj	R_CUt2pp	optimal	0.8769972144269661
./model.xml	obj	R_CUt3	optimal	0.8769972144269692
./model.xml	obj	R_CUtex	optimal	0.8769972144269723
./model.xml	obj	R_CXSAMS	optimal	0.8769972144269635
./model.xml	obj	R_CYANST	optimal	0.8769972144269722
./model.xml	obj	R_CYANSTpp	optimal	0.8769972144269692
./model.xml	obj	R_CYANtex	optimal	0.8769972144269635
./model.xml	obj	R_CYNTAH	optimal	0.8769972144269695
./model.xml	obj	R_CYNTt2pp	optimal	0.8769972144269745
./model.xml	obj	R_CYNTtex	optimal	0.8769972144269661
./model.xml	obj	R_CYSDDS	optimal	0.8769972144269692
./model.xml	obj	R_CYSDS	optimal	0.8769972144269703
./model.xml	obj	R_CYSDabcpp	optimal	0.8769972144269738
./model.xml	obj	R_CYSDtex	optimal	0.8769972144269674
./model.xml	obj	R_CYSItex	optimal	0.8769972144269661
./model.xml	obj	R_CYSItpp	optimal	0.8769972144269702
./model.xml	obj	R_CYSS	optimal	2.524087242887201e-16
./model.xml	obj	R_CYSSADS	optimal	0.8769972144269671
./model.xml	obj	R_CYSTA	optimal	0.8769972144269634
./model.xml	obj	R_CYSTL	optimal	-2.443700880839475e-18
./model.xml	obj	R_CYSabc2pp	optimal	0.8769972144269663
./model.xml	obj	R_CYSabcpp	optimal	0.8769972144237536
./model.xml	obj	R_CYStex	optimal	0.8769972144269695
./model.xml	obj	R_CYStpp	optimal	0.876997214426971
./model.xml	obj	R_CYTBD2pp	optimal	0.8769972144269661
./model.xml	obj	R_CYTBDpp	optimal	0.8769972144269721
./model.xml	obj	R_CYTBO3_4pp	optimal	0.7776142830747343
./model.xml	obj	R_CYTD	optimal	0.8769972144269661
./model.xml	obj	R_CYTDH	optimal	0.876997214426966
./model.xml	obj	R_CYTDK1	optimal	0.8769972144269635
./model.xml	obj	R_CYTDK2	optimal	0.8769972144269726
./model.xml	obj	R_CYTDt2pp_copy1	optimal	0.8769972144269738
./model.xml	obj	R_CYTDt2pp_copy2	optimal	0.8769972144269644
./model.xml	obj	R_CYTDtex	optimal	0.8769972144269691
./model.xml	obj	R_CYTK1	optimal	0.8752954684189195
./model.xml	obj	R_CYTK2	optimal	0.8769972144269704
./model.xml	obj	R_DAAD	optimal	0.8769972144269692
./model.xml	obj	R_DADA	optimal	0.876997214426974
./model.xml	obj	R_DADK	optimal	0.8769972144269714
./model.xml	obj	R_DADNt2pp	optimal	0.8769972144269741
./model.xml	obj	R_DADNtex	optimal	0.8769972144269741
./model.xml	obj	R_DAGK120	optimal	0.8769972144269692
./model.xml	obj	R_DAGK140	optimal	0.8769972144269695
./model.xml	obj	R_DAGK141	optimal	0.8769972144269724
./model.xml	obj	R_DAGK160	optimal	0.876997214426969
./model.xml	obj	R_DAGK161	optimal	0.8769972144269622
./model.xml	obj	R_DAGK180	optimal	0.8769972144269679
./model.xml	obj	R_DAGK181	optimal	0.8769972144269692
./model.xml	obj	R_DALAt2pp	optimal	0.8764818621822275
./model.xml	obj	R_DALAtex	optimal	0.8769972144269733
./model.xml	obj	R_DAMPtex	optimal	0.8769972144269707
./model.xml	obj	R_DAPAL	optimal	0.8769972144269647
./model.xml	obj	R_DAPDC	optimal	0.0
./model.xml	obj	R_DAPE	optimal	-9.813747234385723e-17
./model.xml	obj	R_DAPabcpp	optimal	0.8769972144269691
./model.xml	obj	R_DAPtex	optimal	0.8769972144269661
./model.xml	obj	R_DASYN120	optimal	0.8769972144269734
./model.xml	obj	R_DASYN140	optimal	0.8769972144269673
./model.xml	obj	R_DASYN141	optimal	0.8769972144270342
./model.xml	obj	R_DASYN160	optimal	-1.423482532790077e-16
./model.xml	obj	R_DASYN161	optimal	6.999625758081244e-17
./model.xml	obj	R_DASYN180	optimal	0.8769972144269881
./model.xml	obj	R_DASYN181	optimal	0.8769972144269695
./model.xml	obj	R_DATPHs	optimal	0.876997214426967
./model.xml	obj	R_DB4PS	optimal	3.8872448384328433e-17
./model.xml	obj	R_DBTS	optimal	0.0
./model.xml	obj	R_DC6PDA	optimal	0.8769972144269718
./model.xml	obj	R_DCAtex	optimal	0.8769972144269702
./model.xml	obj	R_DCMPtex	optimal	0.8769972144269661
./model.xml	obj	R_DCTPD	optimal	0.8769972144269668
./model.xml	obj	R_DCYTD	optimal	0.8769972144269714
./model.xml	obj	R_DCYTt2pp	optimal	0.8769972144269673
./model.xml	obj	R_DCYTtex	optimal	0.8769972144269603
./model.xml	obj	R_DDCAtexi	optimal	0.8769972144269726
./model.xml	obj	R_DDGALK	optimal	0.8769972144269753
./model.xml	obj	R_DDGLCNt2rpp	optimal	0.8769972144269672
./model.xml	obj	R_DDGLCNtex	optimal	0.8769972144267381
./model.xml	obj	R_DDGLK	optimal	0.8769972144269684
./model.xml	obj	R_DDPA	optimal	0.0
./model.xml	obj	R_DDPGALA	optimal	0.8769972144269691
./model.xml	obj	R_DGK1	optimal	0.8769972144269681
./model.xml	obj	R_DGMPtex	optimal	0.8769972144269716
./model.xml	obj	R_DGSNt2pp	optimal	0.8769972144269712
./model.xml	obj	R_DGSNtex	optimal	0.8769972144269716
./model.xml	obj	R_DGUNC	optimal	0.8769972144269719
./model.xml	obj	R_DHACOAH	optimal	0.8769972144269695
./model.xml	obj	R_DHAD1	optimal	0.0
./model.xml	obj	R_DHAD2	optimal	0.0
./model.xml	obj	R_DHAPT	optimal	0.8769972144269695
./model.xml	obj	R_DHAtex	optimal	0.876997214426955
./model.xml	obj	R_DHAtpp	optimal	0.8769972144269691
./model.xml	obj	R_DHBD	optimal	0.8769972144269738
./model.xml	obj	R_DHBS	optimal	0.8769972144269755
./model.xml	obj	R_DHBSH	optimal	0.8769972144269745
./model.xml	obj	R_DHBSZ3FEabcpp	optimal	0.8769972144269675
./model.xml	obj	R_DHCIND	optimal	0.8769972144269721
./model.xml	obj	R_DHCINDO	optimal	0.8769972144269703
./model.xml	obj	R_DHCURR	optimal	0.8769972144269661
./model.xml	obj	R_DHDPRy	optimal	-1.354434051206947e-16
./model.xml	obj	R_DHDPS	optimal	3.058485949386937e-16
./model.xml	obj	R_DHFR	optimal	5.602720509879388e-18
./model.xml	obj	R_DHFS	optimal	0.0
./model.xml	obj	R_DHGLYH	optimal	0.876997214426967
./model.xml	obj	R_DHMPTR	optimal	0.8769972144269722
./model.xml	obj	R_DHNAOT4	optimal	0.8769972144269738
./model.xml	obj	R_DHNCOAS	optimal	0.876997214426967
./model.xml	obj	R_DHNCOAT	optimal	0.8769972144269702
./model.xml	obj	R_DHNPA2r	optimal	5.775161573911389e-16
./model.xml	obj	R_DHNPTE	optimal	0.8769972144269728
./model.xml	obj	R_DHORD2	optimal	0.8769972144269623
./model.xml	obj	R_DHORD5	optimal	0.876997214426971
./model.xml	obj	R_DHORDfum	optimal	0.8769972144269683
./model.xml	obj	R_DHORTS	optimal	0.0
./model.xml	obj	R_DHPPD	optimal	0.8769972144270342
./model.xml	obj	R_DHPPDA2	optimal	2.763600269768328e-13
./model.xml	obj	R_DHPS2	optimal	0.0
./model.xml	obj	R_DHPStex	optimal	0.8769972144269692
./model.xml	obj	R_DHPStr	optimal	0.8769972144269665
./model.xml	obj	R_DHPTDCs2	optimal	0.8769972144269623
./model.xml	obj	R_DHPTDNR	optimal	0.8769972144269716
./model.xml	obj	R_DHPTDNRN	optimal	0.8769972144269622
./model.xml	obj	R_DHPTPE	optimal	0.8769972144269693
./model.xml	obj	R_DHQS	optimal	5.277781865094991e-19
./model.xml	obj	R_DHQTi	optimal	4.919660508417926e-16
./model.xml	obj	R_DIMPtex	optimal	0.8769972144269661
./model.xml	obj	R_DINSt2pp	optimal	0.8769972144269741
./model.xml	obj	R_DINStex	optimal	0.8769972144269704
./model.xml	obj	R_DKGLCNR1	optimal	0.8769972144269881
./model.xml	obj	R_DKGLCNR2x	optimal	0.8769972144269695
./model.xml	obj	R_DKGLCNR2y	optimal	0.8769972144269716
./model.xml	obj	R_DMATT	optimal	3.3843161013893134e-16
./model.xml	obj	R_DMPPS	optimal	0.8769972144269653
./model.xml	obj	R_DMQMT	optimal	0.8769972144269695
./model.xml	obj	R_DMSOR1	optimal	0.8769972144270342
./model.xml	obj	R_DMSOR1pp	optimal	0.8769972144269662
./model.xml	obj	R_DMSOR2	optimal	0.876997214426966
./model.xml	obj	R_DMSOR2pp	optimal	0.8769972144269658
./model.xml	obj	R_DMSOtex	optimal	0.8769972144269733
./model.xml	obj	R_DMSOtpp	optimal	0.8769972144269699
./model.xml	obj	R_DMStex	optimal	0.8769972144269681
./model.xml	obj	R_DM_4crsol_c	optimal	0.0
./model.xml	obj	R_DM_5drib_c	optimal	2.4888463203835017e-13
./model.xml	obj	R_DM_aacald_c	optimal	0.876997214426969
./model.xml	obj	R_DM_amob_c	optimal	5.602720509879388e-18
./model.xml	obj	R_DM_mththf_c	optimal	0.8769972144269663
./model.xml	obj	R_DM_oxam_c	optimal	0.8769972144269736
./model.xml	obj	R_DNMPPA	optimal	0.0
./model.xml	obj	R_DNTPPA	optimal	-9.505747989715863e-17
./model.xml	obj	R_DOGULNR	optimal	0.8769972144269734
./model.xml	obj	R_DOPAtex	optimal	0.8769972144269728
./model.xml	obj	R_DOXRBCNtex	optimal	0.8769972144269716
./model.xml	obj	R_DOXRBCNtpp	optimal	0.876997214426975
./model.xml	obj	R_DPCOAK	optimal	-2.238648192895934e-12
./model.xml	obj	R_DPR	optimal	6.02698832314087e-13
./model.xml	obj	R_DRPA	optimal	0.8769972144269704
./model.xml	obj	R_DSBAO1	optimal	0.87699721442697
./model.xml	obj	R_DSBAO2	optimal	0.8769972144269674
./model.xml	obj	R_DSBCGT	optimal	0.8769972144269692
./model.xml	obj	R_DSBDR	optimal	0.8769972144269719
./model.xml	obj	R_DSBGGT	optimal	0.876997214426955
./model.xml	obj	R_DSERDHr	optimal	0.8769972144269679
./model.xml	obj	R_DSERt2pp	optimal	0.8769972144269712
./model.xml	obj	R_DSERtex	optimal	0.8769972144269714
./model.xml	obj	R_DTARTD	optimal	0.8769972144269703
./model.xml	obj	R_DTMPK	optimal	0.0
./model.xml	obj	R_DTMPtex	optimal	0.87699721442697
./model.xml	obj	R_DUMPtex	optimal	0.8769972144269675
./model.xml	obj	R_DURADx	optimal	0.8769972144269707
./model.xml	obj	R_DURIK1	optimal	0.8769972144269675
./model.xml	obj	R_DURIPP	optimal	0.8769972144269762
./model.xml	obj	R_DURIt2pp	optimal	0.8769972144269671
./model.xml	obj	R_DURItex	optimal	0.8769972144269881
./model.xml	obj	R_DUTPDP	optimal	0.8769972144269599
./model.xml	obj	R_DXPRIi	optimal	0.0
./model.xml	obj	R_DXPS	optimal	0.0
./model.xml	obj	R_DXYLK	optimal	0.8769972144269755
./model.xml	obj	R_DXYLONtex	optimal	0.8769972144269675
./model.xml	obj	R_DXYLONtpp	optimal	0.8769972144269629
./model.xml	obj	R_DXYLTD	optimal	0.876997214426974
./model.xml	obj	R_D_LACt2pp	optimal	0.8769972144269738
./model.xml	obj	R_D_LACtex	optimal	0.8769972144269623
./model.xml	obj	R_E4PD	optimal	0.8769955591670515
./model.xml	obj	R_E4PP	optimal	0.8769972144269674
./model.xml	obj	R_EAR100x	optimal	0.8769972144269783
./model.xml	obj	R_EAR100y	optimal	0.8769972144269635
./model.xml	obj	R_EAR120x	optimal	0.8769972144269713
./model.xml	obj	R_EAR120y	optimal	0.8769972144269722
./model.xml	obj	R_EAR121x	optimal	0.8769972144269672
./model.xml	obj	R_EAR121y	optimal	0.8769972144269723
./model.xml	obj	R_EAR140x	optimal	0.8769972144269694
./model.xml	obj	R_EAR140y	optimal	0.8769972144269668
./model.xml	obj	R_EAR141x	optimal	0.8769972144269755
./model.xml	obj	R_EAR141y	optimal	0.8769972144269713
./model.xml	obj	R_EAR160x	optimal	0.8769972144269674
./model.xml	obj	R_EAR160y	optimal	0.876997214426967
./model.xml	obj	R_EAR161x	optimal	0.8769972144269672
./model.xml	obj	R_EAR161y	optimal	0.8769972144269688
./model.xml	obj	R_EAR180x	optimal	0.876997214426969
./model.xml	obj	R_EAR180y	optimal	0.8769972144269693
./model.xml	obj	R_EAR181x	optimal	0.876997214426971
./model.xml	obj	R_EAR181y	optimal	0.8769972144269733
./model.xml	obj	R_EAR40x	optimal	0.8769972144269712
./model.xml	obj	R_EAR40y	optimal	0.876997214426971
./model.xml	obj	R_EAR60x	optimal	0.8769972144267381
./model.xml	obj	R_EAR60y	optimal	0.8769972144269647
./model.xml	obj	R_EAR80x	optimal	0.8769972144269645
./model.xml	obj	R_EAR80y	optimal	0.8769972144269623
./model.xml	obj	R_ECA4COLIPAabctex	optimal	0.8769972144269679
./model.xml	obj	R_ECA4OALpp	optimal	0.8769972144269687
./model.xml	obj	R_ECAP1pp	optimal	0.8769972144269634
./model.xml	obj	R_ECAP2pp	optimal	0.8769972144269675
./model.xml	obj	R_ECAP3pp	optimal	0.8769972144269702
./model.xml	obj	R_ECAtpp	optimal	0.8769972144269548
./model.xml	obj	R_ECOAH1	optimal	0.869774270138802
./model.xml	obj	R_ECOAH2	optimal	0.8697742701387962
./model.xml	obj	R_ECOAH3	optimal	0.8697742701388024
./model.xml	obj	R_ECOAH4	optimal	0.8717998444556769
./model.xml	obj	R_ECOAH5	optimal	0.8726378645547583
./model.xml	obj	R_ECOAH6	optimal	0.873477497302448
./model.xml	obj	R_ECOAH7	optimal	0.8758520852665832
./model.xml	obj	R_ECOAH8	optimal	0.8769972144269703
./model.xml	obj	R_EDA	optimal	0.8769972144269659
./model.xml	obj	R_EDD	optimal	0.8769972144269679
./model.xml	obj	R_EDTXS1	optimal	0.8769972144269669
./model.xml	obj	R_EDTXS2	optimal	0.8769972144269675
./model.xml	obj	R_EDTXS3	optimal	0.8769972144269662
./model.xml	obj	R_EDTXS4	optimal	0.8769972144269753
./model.xml	obj	R_EGMEACPR	optimal	0.0
./model.xml	obj	R_ENLIPAabctex	optimal	0.8769972144269645
./model.xml	obj	R_ENO	optimal	0.8035669172773651
./model.xml	obj	R_ENTCS	optimal	0.8769972144269762
./model.xml	obj	R_ENTERES	optimal	0.8769972144269675
./model.xml	obj	R_EPMEACPR	optimal	-8.685631537498289e-17
./model.xml	obj	R_ETHAAL	optimal	0.8769972144269362
./model.xml	obj	R_ETHAt2pp	optimal	0.8769972144269685
./model.xml	obj	R_ETHAtex	optimal	0.8769972144269764
./model.xml	obj	R_ETHSO3abcpp	optimal	0.8769972144269635
./model.xml	obj	R_ETHSO3tex	optimal	0.876997214426955
./model.xml	obj	R_ETOHtex	optimal	0.8769972144269679
./model.xml	obj	R_ETOHtrpp	optimal	0.8769972144269738
./model.xml	obj	R_EX_12ppd__R_e	optimal	0.876997214426968
./model.xml	obj	R_EX_12ppd__S_e	optimal	0.8769972144269725
./model.xml	obj	R_EX_14glucan_e	optimal	0.876997214426968
./model.xml	obj	R_EX_15dap_e	optimal	0.8769972144269628
./model.xml	obj	R_EX_23camp_e	optimal	0.8769972144269704
./model.xml	obj	R_EX_23ccmp_e	optimal	0.8769972144269714
./model.xml	obj	R_EX_23cgmp_e	optimal	0.8769972144269721
./model.xml	obj	R_EX_23cump_e	optimal	0.8769972144269705
./model.xml	obj	R_EX_23dappa_e	optimal	0.8769972144269623
./model.xml	obj	R_EX_26dap__M_e	optimal	0.8769972144269645
./model.xml	obj	R_EX_2ddglcn_e	optimal	0.8769972144269692
./model.xml	obj	R_EX_2dglc_e	optimal	0.8769972144269679
./model.xml	obj	R_EX_34dhpac_e	optimal	0.8769972144269728
./model.xml	obj	R_EX_3amp_e	optimal	0.8769972144269645
./model.xml	obj	R_EX_3cmp_e	optimal	0.8769972144269661
./model.xml	obj	R_EX_3gmp_e	optimal	0.8769972144269663
./model.xml	obj	R_EX_3hcinnm_e	optimal	0.8769972144269653
./model.xml	obj	R_EX_3hpp_e	optimal	0.8769972144269736
./model.xml	obj	R_EX_3hpppn_e	optimal	0.8769972144269635
./model.xml	obj	R_EX_3ump_e	optimal	0.876997214426964
./model.xml	obj	R_EX_4abut_e	optimal	0.8769972144269738
./model.xml	obj	R_EX_4abzglu_e	optimal	0.8769972144269684
./model.xml	obj	R_EX_4hoxpacd_e	optimal	0.876997214426964
./model.xml	obj	R_EX_5dglcn_e	optimal	0.876997214426966
./model.xml	obj	R_EX_5mtr_e	optimal	0.8769972144269713
./model.xml	obj	R_EX_LalaDgluMdapDala_e	optimal	0.8769972144269699
./model.xml	obj	R_EX_LalaDgluMdap_e	optimal	0.876997214426969
./model.xml	obj	R_EX_LalaDglu_e	optimal	0.8769972144269662
./model.xml	obj	R_EX_LalaLglu_e	optimal	0.8769972144269738
./model.xml	obj	R_EX_ac_e	optimal	0.8769972144269741
./model.xml	obj	R_EX_acac_e	optimal	0.8769972144269721
./model.xml	obj	R_EX_acald_e	optimal	0.8769972144269722
./model.xml	obj	R_EX_acgal1p_e	optimal	0.8769972144269716
./model.xml	obj	R_EX_acgal_e	optimal	0.876997214426969
./model.xml	obj	R_EX_acgam1p_e	optimal	0.876997214426971
./model.xml	obj	R_EX_acgam_e	optimal	0.8769972144269668
./model.xml	obj	R_EX_acmana_e	optimal	0.876997214426971
./model.xml	obj	R_EX_acmum_e	optimal	0.8769972144269557
./model.xml	obj	R_EX_acnam_e	optimal	0.8769972144237536
./model.xml	obj	R_EX_acser_e	optimal	0.8769972144269687
./model.xml	obj	R_EX_ade_e	optimal	0.8769972144269692
./model.xml	obj	R_EX_adn_e	optimal	0.8769972144269736
./model.xml	obj	R_EX_adocbl_e	optimal	0.8769972144269695
./model.xml	obj	R_EX_ag_e	optimal	0.8769972144269704
./model.xml	obj	R_EX_agm_e	optimal	0.8769972144269707
./model.xml	obj	R_EX_akg_e	optimal	0.8769972144269663
./model.xml	obj	R_EX_ala_B_e	optimal	0.8769972144269753
