#	ID	NAME	UNCONSTRAINED	MIRIAM	COMPOSITION	InChI	COMPARTMENT	REPLACEMENT ID	METS FIELD	CHARGE
	5,6-Dimethylbenzimidazole[c]	5,6-Dimethylbenzimidazole		bigg.metabolite/dmbzid;biocyc/META:DIMETHYLBENZIMIDAZOLE;chebi/CHEBI:14172;chebi/CHEBI:20516;chebi/CHEBI:4620;chebi/CHEBI:15890;chebi/CHEBI:42126;hmdb/HMDB03701;kegg.compound/C03114;metanetx.chemical/MNXM1531;seed.compound/cpd01997	C9H10N2		c	m137	M_dmbzid_c	0	
	L-Valine[p]	L-Valine		bigg.metabolite/val__L;biocyc/META:VAL;chebi/CHEBI:32859;chebi/CHEBI:57762;chebi/CHEBI:13186;chebi/CHEBI:16414;chebi/CHEBI:6321;chebi/CHEBI:21417;chebi/CHEBI:46418;chebi/CHEBI:46282;chebi/CHEBI:32852;chebi/CHEBI:32851;chebi/CHEBI:87977;chebi/CHEBI:32860;chebi/CHEBI:27266;chebi/CHEBI:46376;chebi/CHEBI:46484;envipath/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/b2ec1d47-f20f-4b19-9b15-ac1a3c2159c5;envipath/650babc9-9d68-4b73-9332-11972ca26f7b/compound/65a4c231-5232-4f08-93e2-007eb0537f0e;hmdb/HMDB00883;hmdb/HMDB34366;kegg.compound/C16436;kegg.compound/C00183;kegg.drug/D00039;lipidmaps/LMFA01100046;metanetx.chemical/MNXM199;reactome.compound/113540;reactome.compound/29702;sabiork/68;sabiork/23113;seed.compound/cpd15141;seed.compound/cpd00156	C5H11NO2		p	m138	M_val__L_p	0	
	XTP[c]	XTP		bigg.metabolite/xtp;biocyc/META:XTP;chebi/CHEBI:61314;chebi/CHEBI:10049;chebi/CHEBI:59885;hmdb/HMDB00293;kegg.compound/C00700;metanetx.chemical/MNXM1860;reactome.compound/2509848;sabiork/1876;seed.compound/cpd00530	C10H11N4O15P3		c	m139	M_xtp_c	-4	
	Undecaprenol-diphosphate-glucose[c]	Undecaprenol-diphosphate-glucose		bigg.metabolite/udcpgl	C61H100O12P2		c	m140	M_udcpgl_c	-2	
	Methylphosphonic acid[c]	Methylphosphonic acid		bigg.metabolite/mepn	CH4O3P		c	m141	M_mepn_c	-1	
	Phosphonate[p]	Phosphonate		bigg.metabolite/ppt;biocyc/META:PHOSPHONATE;biocyc/META:CPD-12755;biocyc/META:CPD-12756;biocyc/META:X-PHOSPHATE-GROUP;chebi/CHEBI:29196;chebi/CHEBI:33462;chebi/CHEBI:44976;chebi/CHEBI:26066;chebi/CHEBI:26081;chebi/CHEBI:29197;chebi/CHEBI:16215;chebi/CHEBI:8154;chebi/CHEBI:29258;chebi/CHEBI:39856;chebi/CHEBI:14820;chebi/CHEBI:29259;chebi/CHEBI:45064;chebi/CHEBI:26067;chebi/CHEBI:36361;chebi/CHEBI:45060;envipath/5882df9c-dae1-4d80-a40e-db4724271456/compound/476ae429-68f2-4547-b4ce-baad8ab3bc26;envipath/5882df9c-dae1-4d80-a40e-db4724271456/compound/cc4b0b2a-ff3d-4f32-bb67-58801f122f27;envipath/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/fce7e49c-1b66-4eb2-b13a-154386e984fa;hmdb/HMDB01443;kegg.compound/C06701;metanetx.chemical/MNXM1683;sabiork/2905;seed.compound/cpd28344;seed.compound/cpd04099	HO3P		p	m142	M_ppt_p	-2	
	Methylphosphonic acid[p]	Methylphosphonic acid		bigg.metabolite/mepn	CH4O3P		p	m143	M_mepn_p	-1	
	Cadmium[c]	Cadmium		bigg.metabolite/cd2;biocyc/META:CD+2;chebi/CHEBI:48773;chebi/CHEBI:3290;chebi/CHEBI:48775;hmdb/HMDB03638;kegg.compound/C01413;metanetx.chemical/MNXM4505;sabiork/48;seed.compound/cpd01012	Cd		c	m144	M_cd2_c	2	
	Pyruvate[p]	Pyruvate		bigg.metabolite/pyr;biocyc/META:PYRUVATE;chebi/CHEBI:26462;chebi/CHEBI:26466;chebi/CHEBI:8685;chebi/CHEBI:32816;chebi/CHEBI:45253;chebi/CHEBI:14987;chebi/CHEBI:15361;envipath/650babc9-9d68-4b73-9332-11972ca26f7b/compound/ccc99777-54dc-42d4-a97e-009b780d3905;envipath/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/dc01020e-8c7e-4087-9f56-cf8c962b7437;hmdb/HMDB00243;kegg.compound/C00022;lipidmaps/LMFA01060077;metanetx.chemical/MNXM23;reactome.compound/1130930;reactome.compound/5357717;reactome.compound/113557;reactome.compound/29398;reactome.compound/389680;sabiork/33;seed.compound/cpd00020	C3H3O3		p	m145	M_pyr_p	-1	
	Thiocyanate[p]	Thiocyanate		bigg.metabolite/tcynt;biocyc/META:HSCN;chebi/CHEBI:29200;chebi/CHEBI:18022;chebi/CHEBI:45576;chebi/CHEBI:26956;chebi/CHEBI:24928;chebi/CHEBI:24926;chebi/CHEBI:9550;chebi/CHEBI:26954;chebi/CHEBI:15234;envipath/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/e06445a5-0756-47c6-b6f7-64c74b192ecc;hmdb/HMDB01453;kegg.compound/C01755;metanetx.chemical/MNXM762;sabiork/5778;seed.compound/cpd01211	CNS		p	m146	M_tcynt_p	-1	
	Nickel[c]	Nickel		bigg.metabolite/ni2;biocyc/META:NI+2;chebi/CHEBI:25517;chebi/CHEBI:49785;chebi/CHEBI:49786;hmdb/HMDB02457;kegg.compound/C19609;metanetx.chemical/MNXM3673;seed.compound/cpd20862	Ni		c	m147	M_ni2_c	2	
	N-Acetylanthranilate[c]	N-Acetylanthranilate		bigg.metabolite/acanth;biocyc/META:N-ACETYLANTHRANILATE;chebi/CHEBI:12465;chebi/CHEBI:16803;chebi/CHEBI:36555;chebi/CHEBI:7194;chebi/CHEBI:19414;chebi/CHEBI:21602;chebi/CHEBI:32578;envipath/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/685af208-3a2e-4b98-875d-0c9154d9272c;kegg.compound/C06332;metanetx.chemical/MNXM1939;seed.compound/cpd03773	C9H8NO3		c	m148	M_acanth_c	-1	
	L-Cystathionine[c]	L-Cystathionine		bigg.metabolite/cyst__L;biocyc/META:L-CYSTATHIONINE;chebi/CHEBI:13093;chebi/CHEBI:17482;chebi/CHEBI:6205;chebi/CHEBI:21259;chebi/CHEBI:58161;hmdb/HMDB00099;hmdb/HMDB03614;kegg.compound/C02291;metanetx.chemical/MNXM319;reactome.compound/1614518;sabiork/6114;seed.compound/cpd19019	C7H14N2O4S		c	m149	M_cyst__L_c	0	
	Sulfur dioxide[p]	Sulfur dioxide		bigg.metabolite/so2;biocyc/META:SULFUR-DIOXIDE;chebi/CHEBI:45789;chebi/CHEBI:18422;chebi/CHEBI:9351;chebi/CHEBI:8992;envipath/4fd7f3e0-dd25-43ac-9453-dda3e52396e4/compound/739d918d-f0e0-4b19-900c-7abb204b45c0;hmdb/HMDB34834;kegg.compound/C09306;kegg.drug/D05961;metanetx.chemical/MNXM4835;sabiork/2804;seed.compound/cpd06201	O2S		p	m150	M_so2_p	0	
	Phenethylamine[p]	Phenethylamine		bigg.metabolite/peamn;biocyc/META:PHENYLETHYLAMINE;chebi/CHEBI:8063;chebi/CHEBI:14782;chebi/CHEBI:50048;chebi/CHEBI:25965;chebi/CHEBI:18397;chebi/CHEBI:45001;chebi/CHEBI:225237;hmdb/HMDB60276;hmdb/HMDB12275;kegg.compound/C05332;metanetx.chemical/MNXM660;reactome.compound/500605;sabiork/2769;seed.compound/cpd03161	C8H12N		p	m151	M_peamn_p	1	
	Methanesulfonate[e]	Methanesulfonate		bigg.metabolite/mso3;biocyc/META:CPD-3746;chebi/CHEBI:6813;chebi/CHEBI:27376;chebi/CHEBI:25224;envipath/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/08e4702f-d7fe-43da-9a21-5771459eab73;kegg.compound/C11145;metanetx.chemical/MNXM1485;seed.compound/cpd08023	CH3O3S		e	m152	M_mso3_e	-1	
	Manganese[c]	Manganese		bigg.metabolite/mn2;biocyc/META:MN+2;chebi/CHEBI:21435;chebi/CHEBI:25156;chebi/CHEBI:29035;chebi/CHEBI:49749;hmdb/HMDB01333;kegg.compound/C19610;metanetx.chemical/MNXM2255;reactome.compound/29418;reactome.compound/1981162;sabiork/1279;seed.compound/cpd20863;seed.compound/cpd00030	Mn		c	m153	M_mn2_c	2	
	DUTP C9H11N2O14P3[c]	DUTP C9H11N2O14P3		bigg.metabolite/dutp;biocyc/META:DUTP;chebi/CHEBI:17625;chebi/CHEBI:14095;chebi/CHEBI:10533;chebi/CHEBI:61555;chebi/CHEBI:19264;chebi/CHEBI:58212;hmdb/HMDB01191;kegg.compound/C00460;metanetx.chemical/MNXM452;reactome.compound/500739;sabiork/1680;seed.compound/cpd00358	C9H11N2O14P3		c	m154	M_dutp_c	-4	
	Two linked disacharide pentapeptide murein units (uncrosslinked, middle of chain)[p]	Two linked disacharide pentapeptide murein units (uncrosslinked, middle of chain)		bigg.metabolite/murein5p5p;biocyc/META:CPD0-2283;metanetx.chemical/MNXM88345;seed.compound/cpd15511	C80H124N16O42		p	m155	M_murein5p5p_p	-4	
	6,7-Dimethyl-8-(1-D-ribityl)lumazine[c]	6,7-Dimethyl-8-(1-D-ribityl)lumazine		bigg.metabolite/dmlz;biocyc/META:DIMETHYL-D-RIBITYL-LUMAZINE;chebi/CHEBI:20682;chebi/CHEBI:58201;chebi/CHEBI:17601;chebi/CHEBI:2154;chebi/CHEBI:12185;hmdb/HMDB03826;kegg.compound/C04332;metanetx.chemical/MNXM1313;sabiork/7240;seed.compound/cpd02656	C13H18N4O6		c	m156	M_dmlz_c	0	
	Pantetheine 4'-phosphate[c]	Pantetheine 4'-phosphate		bigg.metabolite/pan4p;biocyc/META:PHOSPHOPANTOTHEINE-GROUP;biocyc/META:PANTETHEINE-P;chebi/CHEBI:14738;chebi/CHEBI:11916;chebi/CHEBI:14736;chebi/CHEBI:7914;chebi/CHEBI:45012;chebi/CHEBI:14825;chebi/CHEBI:47942;chebi/CHEBI:14735;chebi/CHEBI:4222;chebi/CHEBI:29890;chebi/CHEBI:61723;chebi/CHEBI:16858;chebi/CHEBI:25844;hmdb/HMDB01416;kegg.compound/C01134;metanetx.chemical/MNXM373;reactome.compound/196767;reactome.compound/8939005;reactome.compound/6809358;sabiork/3034;seed.compound/cpd27792;seed.compound/cpd00834	C11H21N2O7PS		c	m157	M_pan4p_c	-2	
	1,2-dioctadec-11-enoyl-sn-glycerol 3-phosphate[c]	1,2-dioctadec-11-enoyl-sn-glycerol 3-phosphate		bigg.metabolite/pa181;metanetx.chemical/MNXM90511;seed.compound/cpd15527	C39H71O8P1		c	m158	M_pa181_c	-2	
	L-Threonine O-3-phosphate[e]	L-Threonine O-3-phosphate		bigg.metabolite/thrp;biocyc/META:L-THREONINE-O-3-PHOSPHATE;chebi/CHEBI:58675;chebi/CHEBI:45955;chebi/CHEBI:37525;chebi/CHEBI:31757;chebi/CHEBI:21967;hmdb/HMDB11185;kegg.compound/C12147;metanetx.chemical/MNXM1492;sabiork/14183;seed.compound/cpd08928	C4H8NO6P		e	m159	M_thrp_e	-2	
	2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1)[p]	2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1)		bigg.metabolite/2agpg181;metanetx.chemical/MNXM3455	C24H46O9P1		p	m160	M_2agpg181_p	-1	
	ADPribose C15H21N5O14P2[c]	ADPribose C15H21N5O14P2		bigg.metabolite/adprib;biocyc/META:ADENOSINE_DIPHOSPHATE_RIBOSE;chebi/CHEBI:20850;chebi/CHEBI:16960;chebi/CHEBI:13231;chebi/CHEBI:40752;chebi/CHEBI:2351;chebi/CHEBI:57967;chebi/CHEBI:32889;kegg.compound/C00301;kegg.compound/C01882;metanetx.chemical/MNXM48596;reactome.compound/2393945;reactome.compound/8870342;reactome.compound/1131972;sabiork/3120;seed.compound/cpd01296;seed.compound/cpd00251	C15H21N5O14P2		c	m161	M_adprib_c	-2	
	Octanoate (n-C8:0)[c]	Octanoate (n-C8:0)		bigg.metabolite/octa;biocyc/META:CPD-195;chebi/CHEBI:25648;chebi/CHEBI:25646;chebi/CHEBI:28837;chebi/CHEBI:3373;chebi/CHEBI:44501;envipath/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/2202db6c-dc64-4714-9f17-23dbbb8d637f;envipath/5882df9c-dae1-4d80-a40e-db4724271456/compound/7623a8e3-3436-493a-ad6e-13af00ad46d8;envipath/650babc9-9d68-4b73-9332-11972ca26f7b/compound/fa5b4ef6-749e-42db-a909-7c6e56587bdd;hmdb/HMDB62511;hmdb/HMDB00482;kegg.compound/C06423;kegg.drug/D05220;lipidmaps/LMFA01010008;metanetx.chemical/MNXM750;sabiork/2889;seed.compound/cpd03846;slm/000000853	C8H15O2		c	m162	M_octa_c	-1	
	Quinolinate[c]	Quinolinate		bigg.metabolite/quln;biocyc/META:QUINOLINATE;chebi/CHEBI:14975;chebi/CHEBI:29959;chebi/CHEBI:46832;chebi/CHEBI:44529;chebi/CHEBI:8663;chebi/CHEBI:46828;chebi/CHEBI:46833;chebi/CHEBI:26418;chebi/CHEBI:132942;chebi/CHEBI:26417;chebi/CHEBI:16675;hmdb/HMDB00232;kegg.compound/C03722;metanetx.chemical/MNXM555;reactome.compound/197238;sabiork/6817;seed.compound/cpd02333	C7H3NO4		c	m163	M_quln_c	-2	
	Tetradecenoyl-CoA (n-C14:1CoA)[c]	Tetradecenoyl-CoA (n-C14:1CoA)		bigg.metabolite/tdecoa;metanetx.chemical/MNXM2290	C35H56N7O17P3S		c	m164	M_tdecoa_c	-4	
	1-octadecanoyl-sn-glycerol 3-phosphate[p]	1-octadecanoyl-sn-glycerol 3-phosphate		bigg.metabolite/1odecg3p;biocyc/META:CPD0-2113;chebi/CHEBI:74850;chebi/CHEBI:74565;hmdb/HMDB07854;lipidmaps/LMGP10050005;metanetx.chemical/MNXM32950;seed.compound/cpd15329;slm/000000640	C21H41O7P1		p	m165	M_1odecg3p_p	-2	
	1-deoxy-D-xylulose[c]	1-deoxy-D-xylulose		bigg.metabolite/dxyl;biocyc/META:CPD-1093;chebi/CHEBI:19038;chebi/CHEBI:621;chebi/CHEBI:28354;hmdb/HMDB01292;kegg.compound/C06257;metanetx.chemical/MNXM2454;seed.compound/cpd03738	C5H10O4		c	m166	M_dxyl_c	0	
	4,5-dihydroxy-2,3-pentanedione[c]	4,5-dihydroxy-2,3-pentanedione		bigg.metabolite/dhptd;biocyc/META:DIHYDROXYPENTANEDIONE;chebi/CHEBI:29484;kegg.compound/C11838;metanetx.chemical/MNXM2449;sabiork/13894;seed.compound/cpd08636;seed.compound/cpd08638	C5H8O4		c	m167	M_dhptd_c	0	
	Thymine C5H6N2O2[p]	Thymine C5H6N2O2		bigg.metabolite/thym;biocyc/META:THYMINE;chebi/CHEBI:15247;chebi/CHEBI:27004;chebi/CHEBI:46017;chebi/CHEBI:9580;chebi/CHEBI:17821;hmdb/HMDB00262;kegg.compound/C00178;metanetx.chemical/MNXM386;reactome.compound/83960;sabiork/60;seed.compound/cpd00151	C5H6N2O2		p	m168	M_thym_p	0	
	L-alanine-L-glutamate[e]	L-alanine-L-glutamate		bigg.metabolite/LalaLglu;biocyc/META:CPD0-1445;chebi/CHEBI:61396;chebi/CHEBI:61565;kegg.compound/C20958;metanetx.chemical/MNXM4026;sabiork/22899;seed.compound/cpd15388	C8H13N2O5		e	m169	M_LalaLglu_e	-1	
	Molybdopterin guanine dinucleotide[c]	Molybdopterin guanine dinucleotide		bigg.metabolite/mocogdp;chebi/CHEBI:30406;chebi/CHEBI:39830;chebi/CHEBI:30405;chebi/CHEBI:60535;chebi/CHEBI:30404;chebi/CHEBI:25374;chebi/CHEBI:44012;chebi/CHEBI:30403;chebi/CHEBI:45054;kegg.compound/C19928;metanetx.chemical/MNXM62333;seed.compound/cpd21167	C20H22N10O15P2S2Mo		c	m170	M_mocogdp_c	-2	
	KDO(2)-lipid (A)[c]	KDO(2)-lipid (A)		bigg.metabolite/lipa;chebi/CHEBI:27963;chebi/CHEBI:4476;chebi/CHEBI:23656;chebi/CHEBI:58540;kegg.compound/C06026;lipidmaps/LMSL02000001;metanetx.chemical/MNXM946;seed.compound/cpd03587	C110H196N2O39P2		c	m171	M_lipa_c	-6	
	(2R,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran[c]	(2R,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran		bigg.metabolite/mththf;biocyc/META:CPD-10774;chebi/CHEBI:44800;kegg.compound/C21382;metanetx.chemical/MNXM30887	C5H10O5		c	m172	M_mththf_c	0	
	Siroheme C42H36FeN4O16[c]	Siroheme C42H36FeN4O16		bigg.metabolite/sheme;biocyc/META:SIROHEME;chebi/CHEBI:9166;chebi/CHEBI:28599;chebi/CHEBI:26690;chebi/CHEBI:60052;kegg.compound/C00748;metanetx.chemical/MNXM82173;seed.compound/cpd00557	C42H36FeN4O16		c	m173	M_sheme_c	-8	
	SufBCD with bound [2Fe-2S] cluster[c]	SufBCD with bound [2Fe-2S] cluster		bigg.metabolite/sufbcd_2fe2s;metanetx.chemical/MNXM147308	H4O2S8Fe2R		c	m174	M_sufbcd_2fe2s_c	-2	
	D-Allose[p]	D-Allose		bigg.metabolite/all__D;biocyc/META:D-Allopyranose;biocyc/META:ALLOSE;chebi/CHEBI:4093;kegg.compound/C01487;metanetx.chemical/MNXM1919;seed.compound/cpd01055	C6H12O6		p	m175	M_all__D_p	0	
	L-methionine-R-sulfoxide[e]	L-methionine-R-sulfoxide		bigg.metabolite/metsox_R__L;biocyc/META:CPD-8990;chebi/CHEBI:49032;chebi/CHEBI:58773;kegg.compound/C15998;metanetx.chemical/MNXM2245;seed.compound/cpd14720;seed.compound/cpd15497	C5H11NO3S		e	m176	M_metsox_R__L_e	0	
	Tungsten bispterin cofactor[c]	Tungsten bispterin cofactor		bigg.metabolite/bwco;metanetx.chemical/MNXM148529	C20H20N10O13P2S4W		c	m177	M_bwco_c	-4	
	Protoheme C34H30FeN4O4[p]	Protoheme C34H30FeN4O4		bigg.metabolite/pheme;biocyc/META:PROTOHEME;chebi/CHEBI:60344;chebi/CHEBI:26355;chebi/CHEBI:17627;chebi/CHEBI:5651;chebi/CHEBI:14957;kegg.compound/C00032;metanetx.chemical/MNXM249;reactome.compound/917877;reactome.compound/71185;reactome.compound/189444	C34H30FeN4O4		p	m178	M_pheme_p	-2	
	H2O H2O[p]	H2O H2O		bigg.metabolite/h2o;biocyc/META:CPD-15815;biocyc/META:OXONIUM;biocyc/META:HYDROXYL-GROUP;biocyc/META:WATER;biocyc/META:OH;chebi/CHEBI:13352;chebi/CHEBI:30490;chebi/CHEBI:43228;chebi/CHEBI:33813;chebi/CHEBI:44292;chebi/CHEBI:44641;chebi/CHEBI:27313;chebi/CHEBI:42043;chebi/CHEBI:44819;chebi/CHEBI:29356;chebi/CHEBI:5594;chebi/CHEBI:10743;chebi/CHEBI:15377;chebi/CHEBI:42857;chebi/CHEBI:13365;chebi/CHEBI:29412;chebi/CHEBI:16234;chebi/CHEBI:13419;chebi/CHEBI:5585;chebi/CHEBI:44701;envipath/650babc9-9d68-4b73-9332-11972ca26f7b/compound/799908db-b8c9-4982-86cb-1f225e2ad08c;envipath/650babc9-9d68-4b73-9332-11972ca26f7b/compound/e7f34a8e-cded-4793-b6d5-792335b38636;envipath/5882df9c-dae1-4d80-a40e-db4724271456/compound/969d0227-3069-4e44-9525-7ae7bad84170;hmdb/HMDB02111;hmdb/HMDB01039;kegg.compound/C00001;kegg.compound/C01328;kegg.drug/D00001;kegg.drug/D06322;metanetx.chemical/MNXM2;reactome.compound/113521;reactome.compound/141343;reactome.compound/2022884;reactome.compound/5278291;reactome.compound/29356;reactome.compound/189422;reactome.compound/5668574;reactome.compound/5693747;reactome.compound/109276;reactome.compound/113519;reactome.compound/1605715;reactome.compound/8851517;reactome.compound/113518;reactome.compound/351603;sabiork/40;seed.compound/cpd27222;seed.compound/cpd00001;seed.compound/cpd15275	H2O		p	m179	M_h2o_p	0	
	Fluoride[p]	Fluoride		bigg.metabolite/f	F		p	m180	M_f_p	-1	
	Hexadecanoate (n-C16:0)[p]	Hexadecanoate (n-C16:0)		bigg.metabolite/hdca;biocyc/META:PALMITATE;chebi/CHEBI:7896;chebi/CHEBI:24540;chebi/CHEBI:231736;chebi/CHEBI:15756;chebi/CHEBI:44952;chebi/CHEBI:233028;chebi/CHEBI:24542;chebi/CHEBI:14730;chebi/CHEBI:35978;chebi/CHEBI:24541;chebi/CHEBI:24550;chebi/CHEBI:29889;envipath/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/dc7314a1-8e9a-410f-be4f-f7d8bf32b1cb;hmdb/HMDB60083;hmdb/HMDB00220;kegg.compound/C00249;kegg.drug/D05341;lipidmaps/LMFA01010046;lipidmaps/LMFA01010001;metanetx.chemical/MNXM108;reactome.compound/2453691;reactome.compound/3632881;reactome.compound/76168;reactome.compound/5690516;reactome.compound/390435;reactome.compound/426576;sabiork/1990;seed.compound/cpd00214;slm/000000510	C16H31O2		p	m181	M_hdca_p	-1	
	D-Fructose[c]	D-Fructose		bigg.metabolite/fru;biocyc/META:D-Fructopyranose;biocyc/META:Fructofuranose;biocyc/META:CPD-15382;biocyc/META:FRU;chebi/CHEBI:47424;chebi/CHEBI:28757;chebi/CHEBI:24110;chebi/CHEBI:20929;chebi/CHEBI:4119;chebi/CHEBI:15824;chebi/CHEBI:5172;chebi/CHEBI:24104;chebi/CHEBI:12923;chebi/CHEBI:4118;chebi/CHEBI:37714;chebi/CHEBI:37721;chebi/CHEBI:48095;hmdb/HMDB62538;kegg.compound/C01496;kegg.compound/C05003;kegg.compound/C00095;kegg.compound/C10906;kegg.drug/D00114;metanetx.chemical/MNXM175;reactome.compound/189049;reactome.compound/29532;sabiork/25055;sabiork/1463;sabiork/1464;seed.compound/cpd00082;seed.compound/cpd19015;seed.compound/cpd27040	C6H12O6		c	m182	M_fru_c	0	
	Alpha-D-Galactose 1-phosphate[p]	Alpha-D-Galactose 1-phosphate		bigg.metabolite/gal1p;biocyc/META:GALACTOSE-1P;chebi/CHEBI:42878;chebi/CHEBI:37480;chebi/CHEBI:12306;chebi/CHEBI:4140;chebi/CHEBI:58336;chebi/CHEBI:22374;chebi/CHEBI:12305;chebi/CHEBI:10232;chebi/CHEBI:20957;chebi/CHEBI:17973;chebi/CHEBI:59011;hmdb/HMDB00645;hmdb/HMDB62705;hmdb/HMDB03359;kegg.compound/C00446;kegg.compound/C03384;metanetx.chemical/MNXM336;reactome.compound/30170;sabiork/1381;sabiork/24789;sabiork/1495;seed.compound/cpd19025;seed.compound/cpd00348	C6H11O9P		p	m183	M_gal1p_p	-2	
	Sn-Glycero-3-phosphoethanolamine[e]	Sn-Glycero-3-phosphoethanolamine		bigg.metabolite/g3pe;biocyc/META:L-1-GLYCEROPHOSPHORYLETHANOL-AMINE;chebi/CHEBI:57952;chebi/CHEBI:10647;chebi/CHEBI:12842;chebi/CHEBI:16929;chebi/CHEBI:26699;hmdb/HMDB59660;kegg.compound/C01233;metanetx.chemical/MNXM368;reactome.compound/1524023;sabiork/3824;seed.compound/cpd00908	C5H14NO6P		e	m184	M_g3pe_e	0	
	DIMP C10H12N4O7P[p]	DIMP C10H12N4O7P		bigg.metabolite/dimp;biocyc/META:DIMP;chebi/CHEBI:41998;chebi/CHEBI:43389;chebi/CHEBI:61194;chebi/CHEBI:19250;chebi/CHEBI:43315;chebi/CHEBI:44500;chebi/CHEBI:837;chebi/CHEBI:43384;chebi/CHEBI:43377;chebi/CHEBI:28806;hmdb/HMDB06555;kegg.compound/C06196;metanetx.chemical/MNXM1922;reactome.compound/109330;reactome.compound/2509805;sabiork/1858;seed.compound/cpd03704	C10H11N4O7P		p	m185	M_dimp_p	-2	
	Glycerol 3-phosphate[c]	Glycerol 3-phosphate		bigg.metabolite/glyc3p;biocyc/META:GLYCEROL-3P;chebi/CHEBI:12843;chebi/CHEBI:26705;chebi/CHEBI:57597;chebi/CHEBI:12848;chebi/CHEBI:42793;chebi/CHEBI:10648;chebi/CHEBI:15978;hmdb/HMDB02722;hmdb/HMDB00126;kegg.compound/C00093;metanetx.chemical/MNXM66;reactome.compound/188458;reactome.compound/76114;sabiork/1296;seed.compound/cpd00080	C3H7O6P		c	m186	M_glyc3p_c	-2	
	Crotonobetaine[p]	Crotonobetaine		bigg.metabolite/ctbt;biocyc/META:CROTONO-BETAINE;chebi/CHEBI:48867;chebi/CHEBI:17237;chebi/CHEBI:20299;chebi/CHEBI:1774;chebi/CHEBI:11946;kegg.compound/C04114;metanetx.chemical/MNXM1607;seed.compound/cpd02543	C7H13NO2		p	m187	M_ctbt_p	0	
	1,6-anhydrous-N-Acetylmuramyl-tripeptide[c]	1,6-anhydrous-N-Acetylmuramyl-tripeptide		bigg.metabolite/anhm3p;biocyc/META:CPD0-2284;metanetx.chemical/MNXM32389;seed.compound/cpd15400	C26H39N5O14		c	m188	M_anhm3p_c	-2	
	(S)-2-Aceto-2-hydroxybutanoate[c]	(S)-2-Aceto-2-hydroxybutanoate		bigg.metabolite/2ahbut;biocyc/META:2-ACETO-2-HYDROXY-BUTYRATE;chebi/CHEBI:27681;chebi/CHEBI:49256;chebi/CHEBI:18730;chebi/CHEBI:373;hmdb/HMDB06854;hmdb/HMDB06900;kegg.compound/C06006;lipidmaps/LMFA01050383;metanetx.chemical/MNXM114220;sabiork/2852;seed.compound/cpd19045	C6H9O4		c	m189	M_2ahbut_c	-1	
	Cardiolipin (tetratetradecanoyl, n-C14:0)[p]	Cardiolipin (tetratetradecanoyl, n-C14:0)		bigg.metabolite/clpn140;biocyc/META:CPD-19676;chebi/CHEBI:62862;metanetx.chemical/MNXM83974	C65H124O17P2		p	m190	M_clpn140_p	-2	
	Two linked disacharide pentapeptide and tetrapeptide murein units (uncrosslinked, middle of chain)[p]	Two linked disacharide pentapeptide and tetrapeptide murein units (uncrosslinked, middle of chain)		bigg.metabolite/murein5p4p;metanetx.chemical/MNXM5971;seed.compound/cpd15510	C77H119N15O41		p	m191	M_murein5p4p_p	-4	
	L-Serine[c]	L-Serine		bigg.metabolite/ser__L;biocyc/META:SER;biocyc/META:Serines;chebi/CHEBI:32845;chebi/CHEBI:17822;chebi/CHEBI:26648;chebi/CHEBI:45440;chebi/CHEBI:21387;chebi/CHEBI:32837;chebi/CHEBI:13167;chebi/CHEBI:45451;chebi/CHEBI:32836;chebi/CHEBI:15081;chebi/CHEBI:45590;chebi/CHEBI:35243;chebi/CHEBI:32846;chebi/CHEBI:17115;chebi/CHEBI:45597;chebi/CHEBI:33384;chebi/CHEBI:45677;chebi/CHEBI:6301;chebi/CHEBI:9116;envipath/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/207ebcd7-f859-4b01-8a69-9b99fb380595;hmdb/HMDB00589;hmdb/HMDB00187;hmdb/HMDB62263;kegg.compound/C00716;kegg.compound/C00065;kegg.drug/D00016;lipidmaps/LMFA01100045;metanetx.chemical/MNXM53;reactome.compound/352002;reactome.compound/379732;reactome.compound/8932979;reactome.compound/200736;sabiork/2140;sabiork/75;seed.compound/cpd28171;seed.compound/cpd00054;seed.compound/cpd30743	C3H7NO3		c	m192	M_ser__L_c	0	
	Trans-Oct-2-enoyl-[acyl-carrier protein][c]	Trans-Oct-2-enoyl-[acyl-carrier protein]		bigg.metabolite/toct2eACP;biocyc/META:2-Octenoyl-ACPs;kegg.compound/C05751;lipidmaps/LMFA07060009;metanetx.chemical/MNXM23766;seed.compound/cpd11471	C19H33N2O8PRS		c	m193	M_toct2eACP_c	-1	
